host_response_rate,host_acceptance_rate,host_listings_count,latitude,longitude,city,zipcode,state,accommodates,room_type,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews
100%,,1.00,48.88969,2.33499,Paris,75018,Île-de-France,7,Entire home/apt,3,2,3,490 ,,1200,5,75,47
100%,,1.00,48.85914,2.35235,Paris,75004,Île-de-France,4,Entire home/apt,2,1,3,178 ,,500,7,28,15
100%,,1.00,48.88929,2.34448,Paris,75018,Île-de-France,3,Entire home/apt,1,1,1,80 ,20,500,3,1125,36
100%,,4.00,48.86645,2.30148,Paris,75008,Île-de-France,4,Entire home/apt,1,1,2,170 ,100,1000,2,1125,37
100%,,1.00,48.87629,2.29224,Paris,75017,Île-de-France,7,Entire home/apt,3,1.5,3,249 ,30,1000,1,30,87
0%,,1.00,48.82516,2.33055,Paris,75014,Île-de-France,2,Entire home/apt,1,1,1,45 ,30,0,2,15,14
100%,,1.00,48.88124,2.34513,Paris,75009,Île-de-France,3,Entire home/apt,2,1,2,90 ,40,400,3,21,2
100%,,1.00,48.84817,2.28743,Paris,75015,Île-de-France,6,Entire home/apt,2,1,3,200 ,50,300,1,1125,0
80%,,1.00,48.85497,2.36649,Paris,75004,Île-de-France,4,Entire home/apt,2,1,3,100 ,55,500,3,1125,169
100%,,1.00,48.85242,2.33805,Paris,75006,Île-de-France,2,Entire home/apt,1,1,1,55 ,80,200,7,14,2
,,3.00,48.84185,2.26797,Paris,75016,Île-de-France,8,Entire home/apt,3,1,4,170 ,30,500,4,1125,2
,,1.00,48.85897,2.37726,Paris,75011,Île-de-France,4,Entire home/apt,1,1,1,90 ,,,1,9,1
,,2.00,48.86688,2.36079,Paris,75003,Île-de-France,3,Entire home/apt,2,1,1,93 ,,,2,1125,45
100%,,1.00,48.86789,2.3759,Paris,75011,Île-de-France,1,Private room,1,1,1,40 ,,,3,1124,27
50%,,1.00,48.84151,2.34836,Paris,75005,Île-de-France,4,Entire home/apt,2,1.5,2,160 ,30,,5,30,19
100%,,1.00,48.86568,2.37189,Paris,75011,Île-de-France,3,Entire home/apt,1,1,2,80 ,50,400,5,100,19
100%,,1.00,48.88524,2.32831,Paris,75018,Île-de-France,5,Entire home/apt,2,1,4,100 ,50,500,5,57,36
,,1.00,48.84576,2.26593,Paris,75016,Île-de-France,6,Entire home/apt,2,1,2,95 ,15,250,2,1125,59
100%,,2.00,48.88944,2.31906,Paris,75017,Île-de-France,6,Entire home/apt,2,1,3,135 ,60,1500,7,60,3
,,1.00,48.86626,2.38084,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,49 ,39,290,3,1124,16
67%,,1.00,48.85879,2.2777,Paris,75016,Île-de-France,4,Entire home/apt,2,1,1,250 ,,250,7,365,0
70%,,1.00,48.85878,2.28421,Paris,75116,Île-de-France,5,Entire home/apt,3,1,3,180 ,80,1000,1,28,11
100%,,1.00,48.87585,2.35316,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,93 ,,150,3,21,72
100%,,1.00,48.8587,2.32779,Paris,75007,Île-de-France,3,Entire home/apt,1,1,2,245 ,75,600,4,29,73
100%,,1.00,48.87531,2.29677,Paris,75017,Île-de-France,7,Entire home/apt,3,2,3,195 ,,1200,2,21,30
100%,,1.00,48.83127,2.36011,Paris,75005,Île-de-France,4,Entire home/apt,1,1,2,130 ,40,500,2,30,78
83%,,1.00,48.85394,2.33455,Paris,75006,Île-de-France,2,Entire home/apt,1,1,1,125 ,,500,4,40,29
,,1.00,48.89017,2.32002,Paris,75017,Île-de-France,4,Entire home/apt,1,1,1,45 ,38,,2,15,5
100%,,1.00,48.86341,2.40321,Paris,75020,Île-de-France,7,Entire home/apt,2,1,1,85 ,70,500,15,1125,1
100%,,1.00,48.86054,2.36919,Paris,75011,Île-de-France,2,Private room,1,1.5,1,45 ,40,200,1,10,142
90%,,1.00,48.85513,2.36648,Paris,75011,Île-de-France,6,Entire home/apt,1,1,0,130 ,50,300,2,1125,207
,,1.00,48.88068,2.34307,Paris,75009,Île-de-France,2,Entire home/apt,1,1,0,98 ,,,3,28,18
100%,,1.00,48.82441,2.32107,Paris,75014,Île-de-France,2,Entire home/apt,1,1,1,88 ,40,,3,28,21
,,1.00,48.8705,2.35334,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,67 ,35,500,7,1125,0
100%,,1.00,48.86425,2.35069,Paris,75003,Île-de-France,4,Entire home/apt,3,1,4,110 ,30,250,4,30,3
100%,,1.00,48.86518,2.28751,Paris,75116,Île-de-France,3,Entire home/apt,1,1.5,1,165 ,50,300,2,1125,156
100%,,1.00,48.84076,2.2958,Paris,75015,Île-de-France,1,Private room,1,1,2,45 ,20,200,3,7,52
67%,,1.00,48.86959,2.3814,Paris,75020,Île-de-France,4,Entire home/apt,1,1,2,50 ,15,,3,1125,35
,,1.00,48.87388,2.35806,Paris,75010,Île-de-France,2,Entire home/apt,1,1,2,59 ,180,1800,180,365,31
,,1.00,48.88541,2.33862,Paris,75018,Île-de-France,2,Entire home/apt,1,,1,49 ,,,7,1125,1
,,1.00,48.88625,2.31491,Paris,75017,Île-de-France,2,Entire home/apt,0,1,1,40 ,,,1,4,0
,,1.00,48.87301,2.34956,Paris,75010,Île-de-France,1,Private room,1,1,1,38 ,12,150,5,3000,33
100%,,2.00,48.87245,2.35,Paris,75010,Île-de-France,4,Entire home/apt,2,1,2,200 ,50,600,2,1125,119
60%,,1.00,48.83473,2.31544,Paris,75014,Île-de-France,2,Entire home/apt,1,1,1,55 ,30,200,5,40,6
89%,,2.00,48.87205,2.36043,Paris,75010,Île-de-France,2,Entire home/apt,1,1,0,175 ,120,1200,6,45,32
90%,,1.00,48.84043,2.35167,Paris,75005,Île-de-France,2,Entire home/apt,1,1,1,130 ,40,400,3,100,98
100%,,1.00,48.83186,2.31415,Paris,75014,Île-de-France,2,Entire home/apt,1,1,1,65 ,50,300,6,1125,27
100%,,1.00,48.87552,2.35488,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,38 ,8,300,1,17,41
,,1.00,48.86354,2.34031,Paris,75001,Île-de-France,2,Entire home/apt,1,1,0,80 ,20,300,90,400,57
,,1.00,48.88437,2.34081,Paris,75018,Île-de-France,3,Entire home/apt,1,1,1,65 ,,,2,1125,4
,,1.00,48.87485,2.35602,Paris,75010,Île-de-France,6,Entire home/apt,3,1,4,240 ,,,5,1125,28
,,1.00,48.86634,2.37281,Paris,75011,Île-de-France,5,Entire home/apt,2,1,2,85 ,,600,7,21,0
100%,,1.00,48.87199,2.36959,Paris,75010,Île-de-France,6,Entire home/apt,3,1,4,155 ,40,0,3,20,76
100%,,1.00,48.82319,2.34753,Paris,75013,Île-de-France,4,Entire home/apt,1,1,2,120 ,45,,4,1125,40
100%,,3.00,48.85679,2.35887,Paris,75004,Île-de-France,4,Entire home/apt,2,1,4,130 ,70,,120,305,0
100%,,3.00,48.86594,2.34453,Paris,75001,Île-de-France,2,Entire home/apt,1,1,1,100 ,50,1000,180,305,4
,,4.00,48.8848,2.33992,Paris,75018,Île-de-France,5,Entire home/apt,2,1,3,100 ,30,200,3,1124,10
,,1.00,48.86701,2.37613,Paris,75011,Île-de-France,5,Entire home/apt,1,1,5,90 ,20,500,4,1125,1
,,1.00,48.88208,2.34441,Paris,75009,Île-de-France,4,Entire home/apt,1,1,1,70 ,,,1,1125,3
100%,,1.00,48.87098,2.37199,Paris,75010,Île-de-France,1,Entire home/apt,1,1,1,28 ,120,500,90,1125,8
88%,,1.00,48.86477,2.37855,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,50 ,,400,5,100,1
100%,,1.00,48.8502,2.37608,Paris,75012,Île-de-France,5,Entire home/apt,2,1,4,135 ,,150,3,15,2
,,1.00,48.85161,2.3903,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,90 ,,500,1001,1125,9
60%,,2.00,48.85951,2.29964,Paris,75007,Île-de-France,6,Entire home/apt,3,1,3,210 ,50,500,5,1125,13
100%,,1.00,48.87732,2.33275,Paris,75009,Île-de-France,4,Entire home/apt,2,1,2,110 ,,200,3,1125,0
100%,,1.00,48.85846,2.35933,Paris,75004,Île-de-France,2,Entire home/apt,0,1,1,115 ,45,400,4,1125,78
,,1.00,48.85772,2.39695,Paris,75020,Île-de-France,2,Entire home/apt,1,1,1,52 ,15,300,2,21,3
100%,,7.00,48.87542,2.37816,Paris,75019,Île-de-France,4,Entire home/apt,1,1,2,90 ,40,400,3,1125,54
,,1.00,48.8548,2.27229,Paris,75016,Île-de-France,4,Entire home/apt,1,1,2,70 ,20,500,2,1125,9
,,1.00,48.83885,2.29233,Paris,75015,Île-de-France,9,Entire home/apt,4,1,4,165 ,,,6,10,3
90%,,1.00,48.83776,2.3537,Paris,75005,Île-de-France,4,Entire home/apt,2,1,2,300 ,60,365,2,66,58
0%,,1.00,48.84554,2.30372,Paris,75015,Île-de-France,4,Entire home/apt,1,1,1,85 ,40,500,7,1125,48
75%,,2.00,48.84328,2.35198,Paris,75005,Île-de-France,2,Entire home/apt,1,1,1,80 ,60,,2,1125,37
90%,,1.00,48.88969,2.32729,Paris,75018,Île-de-France,4,Entire home/apt,1,1,1,80 ,40,300,3,1125,3
100%,,3.00,48.87059,2.2821,Paris,75116,IDF,4,Entire home/apt,1,1,2,120 ,50,1000,5,1125,2
100%,,1.00,48.89158,2.35123,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,55 ,0,700,5,30,25
100%,,1.00,48.8413,2.33423,Paris,75014,Île-de-France,5,Entire home/apt,1,1,2,120 ,60,400,3,1125,34
90%,,2.00,48.82335,2.33453,Paris,75014,Île-de-France,5,Entire home/apt,1,1.5,0,85 ,25,350,6,1124,111
90%,,1.00,48.84331,2.34807,Paris,75005,Île-de-France,3,Entire home/apt,1,1,1,125 ,,200,4,21,12
90%,,2.00,48.88978,2.32582,Paris,75018,Île-de-France,2,Entire home/apt,1,1,2,66 ,15,100,2,35,19
,,1.00,48.88016,2.35797,Paris,75010,Île-de-France,4,Entire home/apt,1,1,1,170 ,20,500,4,1125,0
,,1.00,48.89333,2.33696,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,90 ,30,500,2,1125,5
,,1.00,48.85583,2.38294,Paris,75011,Île-de-France,6,Entire home/apt,3,1,3,150 ,70,500,2,21,2
100%,,1.00,48.88118,2.31412,Paris,75008,Île-de-France,2,Private room,1,1,0,80 ,45,4300,3,8,39
100%,,2.00,48.86777,2.34781,Paris,75002,Île-de-France,2,Private room,1,1,1,57 ,25,250,3,10,172
,,1.00,48.84744,2.33163,Paris,75006,Île-de-France,4,Entire home/apt,1,1,2,220 ,,,1,1125,0
,,1.00,48.8446,2.30161,Paris,75015,Île-de-France,1,Entire home/apt,1,1,1,75 ,30,,2,1125,0
100%,,4.00,48.84512,2.33027,Paris,75006,Île-de-France,2,Entire home/apt,1,1,1,90 ,50,500,180,1125,6
,,1.00,48.85275,2.29601,Paris,75015,Île-de-France,4,Entire home/apt,2,1,2,130 ,50,300,3,28,0
100%,,1.00,48.88479,2.32511,Paris,75017,Île-de-France,4,Entire home/apt,1,1,2,70 ,30,1500,3,16,14
100%,,1.00,48.87509,2.34956,Paris,75010,Île-de-France,6,Entire home/apt,4,2,4,221 ,110,250,2,1125,38
100%,,1.00,48.88526,2.39194,Paris,75019,Île-de-France,5,Entire home/apt,2,1,2,90 ,30,375,5,60,13
,,1.00,48.89151,2.30368,Paris,75017,Île-de-France,6,Entire home/apt,3,2,3,160 ,,500,5,1125,55
100%,,1.00,48.85326,2.33363,Paris,75006,Île-de-France,4,Entire home/apt,1,1,2,160 ,50,900,4,8,18
100%,,1.00,48.86613,2.36797,Paris,75011,Île-de-France,4,Entire home/apt,2,1,2,150 ,60,500,2,30,88
70%,,1.00,48.8447,2.40912,Paris,75012,Île-de-France,6,Entire home/apt,3,2,4,150 ,30,350,3,7,4
100%,,1.00,48.87917,2.38545,Paris,75019,Île-de-France,4,Entire home/apt,1,1,1,85 ,40,0,3,30,38
,,1.00,48.86618,2.35247,Paris,75002,Île-de-France,4,Entire home/apt,2,2,2,120 ,50,300,12,45,7
70%,,3.00,48.85761,2.38863,Paris,75011,Île-de-France,5,Private room,1,1,0,50 ,20,500,3,300,10
100%,,2.00,48.87765,2.37787,Paris,75019,Île-de-France,3,Entire home/apt,2,1.5,2,125 ,60,300,3,1125,3
40%,,1.00,48.84187,2.2814,Paris,75015,Île-de-France,2,Entire home/apt,0,1,1,70 ,20,300,3,31,21
100%,,1.00,48.82916,2.32535,Paris,75014,Île-de-France,2,Entire home/apt,0,1,1,60 ,5,300,2,1125,7
100%,,1.00,48.85917,2.37656,Paris,75011,Île-de-France,8,Entire home/apt,3,2,3,280 ,0,500,3,1125,39
100%,,4.00,48.8475,2.32395,Paris,75006,Île-de-France,2,Entire home/apt,1,1,1,50 ,50,400,365,1125,10
,,1.00,48.86585,2.37017,Paris,75011,Île-de-France,5,Entire home/apt,3,1,4,240 ,70,750,3,15,27
,,1.00,48.89245,2.37901,Paris,75019,Île-de-France,4,Entire home/apt,2,1,2,76 ,30,300,4,1125,1
100%,,1.00,48.85246,2.28768,Paris,75015,Île-de-France,3,Entire home/apt,0,1,1,59 ,38,400,2,90,173
,,1.00,48.88451,2.34271,Paris,75018,Île-de-France,5,Entire home/apt,2,1,3,160 ,,500,4,30,4
,,1.00,48.84585,2.30547,Paris,75015,Île-de-France,4,Entire home/apt,1,1,2,60 ,,250,1,1125,2
91%,,1.00,48.8915,2.381,Paris,75019,Île-de-France,2,Entire home/apt,0,1,1,45 ,25,300,4,14,49
100%,,3.00,48.82444,2.33084,Paris,75014,Île-de-France,5,Entire home/apt,2,1,2,190 ,30,200,2,45,120
100%,,1.00,48.84529,2.27527,Paris,75015,Île-de-France,4,Entire home/apt,2,1.5,2,140 ,60,500,3,1125,14
100%,,1.00,48.8838,2.33471,Paris,75018,Île-de-France,5,Entire home/apt,1,1,3,75 ,0,0,4,21,11
100%,,1.00,48.88484,2.32339,Paris,75017,Île-de-France,2,Entire home/apt,1,1,1,72 ,30,250,4,30,5
100%,,1.00,48.89577,2.34227,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,60 ,16,300,6,62,9
,,1.00,48.87746,2.35266,Paris,75010,Île-de-France,2,Entire home/apt,0,1,1,49 ,50,500,2,60,16
71%,,1.00,48.85711,2.39537,Paris,75020,Île-de-France,5,Private room,1,2,3,220 ,56,,2,20,2
,,1.00,48.823,2.35598,Paris,75013,Île-de-France,2,Entire home/apt,1,1,1,40 ,,,2,62,4
,,1.00,48.89591,2.34372,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,50 ,20,500,15,22,0
100%,,2.00,48.86207,2.36089,Paris,75003,Île-de-France,2,Entire home/apt,1,1,1,110 ,0,250,3,30,383
,,2.00,48.88266,2.36325,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,65 ,,250,1,1125,5
100%,,1.00,48.89382,2.34036,Paris,75018,Île-de-France,2,Entire home/apt,1,1,2,69 ,35,400,5,20,31
,,1.00,48.86107,2.30182,Paris,75007,Île-de-France,1,Private room,1,1,1,76 ,,,30,365,0
100%,,1.00,48.87208,2.35303,Paris,75010,Île-de-France,4,Entire home/apt,2,1,2,150 ,65,800,2,1125,120
,,1.00,48.85148,2.34706,Paris,75005,Île-de-France,2,Entire home/apt,1,1,1,100 ,30,500,7,1125,0
100%,,2.00,48.85678,2.3576,Paris,75004,Île-de-France,4,Entire home/apt,2,1.5,2,369 ,,715,5,1125,56
100%,,6.00,48.85341,2.36871,Paris,75004,le marais,2,Private room,1,1,1,75 ,0,100,6,365,61
100%,,1.00,48.86985,2.34071,Paris,75002,Île-de-France,2,Entire home/apt,1,1,1,110 ,15,250,3,14,11
,,2.00,48.87244,2.37965,Paris,75019,Île-de-France,4,Entire home/apt,1,1,2,150 ,50,1000,6,28,2
,,1.00,48.86801,2.36287,Paris,75010,Île-de-France,5,Entire home/apt,2,2,4,120 ,40,200,7,21,3
100%,,2.00,48.87488,2.34074,Paris,75009,Île-de-France,2,Entire home/apt,0,1,0,55 ,50,300,30,360,7
100%,,1.00,48.85138,2.34999,Paris,75005,Île-de-France,2,Private room,1,1,0,80 ,,,3,30,342
100%,,1.00,48.87218,2.35381,Paris,75010,Île-de-France,4,Entire home/apt,1,1,2,70 ,15,200,2,365,36
,,1.00,48.87598,2.29549,Paris,75017,Île-de-France,2,Entire home/apt,1,1,1,95 ,55,500,6,60,26
,,1.00,48.88812,2.33675,Paris,75018,Île-de-France,2,Entire home/apt,0,1,0,57 ,15,200,3,1125,34
100%,,1.00,48.88357,2.367,Paris,75010,Île-de-France,4,Entire home/apt,2,1,3,110 ,25,500,4,15,28
,,1.00,48.87581,2.3727,Paris,75010,Île-de-France,2,Entire home/apt,1,1,2,38 ,10,500,2,13,11
100%,,1.00,48.8718,2.37037,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,70 ,20,1200,3,60,18
,,1.00,48.87298,2.32232,Paris,75008,Île-de-France,4,Entire home/apt,2,2,2,240 ,60,450,3,1125,7
100%,,1.00,48.86644,2.35684,Paris,75003,Île-de-France,4,Entire home/apt,1,1,0,50 ,30,500,30,305,165
100%,,9.00,48.87175,2.32813,Paris,75008,Île-de-France,4,Entire home/apt,1,1,2,195 ,45,200,4,1124,247
90%,,1.00,48.89029,2.32275,Paris,75017,Île-de-France,2,Private room,1,1.5,1,35 ,24,1000,5,1124,38
65%,,93.00,48.85714,2.34901,Paris,75001,Île-de-France,2,Entire home/apt,1,1,1,143 ,40,500,30,1125,8
100%,,1.00,48.86195,2.36417,Paris,75003,Île-de-France,7,Entire home/apt,2,1.5,3,390 ,100,800,5,1000,40
50%,,1.00,48.88916,2.33908,Paris,75018,Île-de-France,4,Entire home/apt,2,1,3,65 ,24,3000,10,31,19
100%,,1.00,48.87399,2.36351,Paris,75010,Île-de-France,3,Entire home/apt,1,1,2,110 ,60,800,3,10,86
100%,,1.00,48.84887,2.33005,Paris,75006,Île-de-France,2,Entire home/apt,1,1,1,90 ,30,300,3,30,124
,,1.00,48.88972,2.31636,Paris,75017,Île-de-France,2,Entire home/apt,1,1,1,45 ,,,2,1125,18
100%,,2.00,48.86405,2.36773,Paris,75011,Île-de-France,2,Entire home/apt,1,1,0,90 ,50,300,4,31,12
60%,,1.00,48.8631,2.36095,Paris,75003,Île-de-France,2,Entire home/apt,0,1,1,50 ,20,500,1,1125,120
60%,,2.00,48.85248,2.28769,Paris,75015,Île-de-France,4,Entire home/apt,2,1,2,140 ,70,500,5,1125,9
,,1.00,48.8584,2.3468,Paris,75001,Île-de-France,4,Entire home/apt,1,1,2,146 ,0,300,3,1125,46
50%,,1.00,48.86496,2.39547,Paris,75020,Île-de-France,3,Entire home/apt,1,1,2,100 ,,,7,28,4
,,1.00,48.86708,2.37041,Paris,75011,Île-de-France,3,Entire home/apt,1,1,2,80 ,35,300,7,20,18
100%,,2.00,48.88522,2.38098,Paris,75019,Île-de-France,2,Private room,1,1,1,45 ,,,2,365,16
90%,,2.00,48.82942,2.35506,Paris,75013,Île-de-France,2,Entire home/apt,0,1,1,58 ,7,,1,1125,14
,,1.00,48.83851,2.40511,Paris,75012,Île-de-France,2,Private room,1,1,1,190 ,90,600,2,10,4
80%,,1.00,48.86443,2.37156,Paris,"75011
75011",Île-de-France,6,Entire home/apt,2,1,4,200 ,70,800,1,30,45
67%,,2.00,48.87949,2.34019,Paris,75009,Île-de-France,2,Entire home/apt,1,1,1,64 ,80,300,6,90,18
100%,,3.00,48.88094,2.33768,Paris,75009,Île-de-France,2,Entire home/apt,0,0.5,1,41 ,18,100,1,90,2
,,1.00,48.86529,2.35019,Paris,75003,Île-de-France,4,Entire home/apt,1,1,1,120 ,30,350,3,1125,24
,,1.00,48.88425,2.3813,Paris,75019,Île-de-France,4,Entire home/apt,2,1,3,90 ,,2650,180,180,0
92%,,2.00,48.89276,2.3155,Paris,75017,Île-de-France,2,Entire home/apt,1,1,1,60 ,,150,6,26,18
100%,,4.00,48.83546,2.32265,Paris,75014,Île-de-France,4,Entire home/apt,2,1,2,122 ,70,500,7,1125,1
100%,,1.00,48.83902,2.3457,Paris,75005,Île-de-France,3,Entire home/apt,2,1,2,160 ,60,0,3,1125,3
,,1.00,48.8698,2.36538,Paris,,Île-de-France,3,Entire home/apt,1,1,2,89 ,19,,20,40,14
,,1.00,48.86637,2.31534,Paris,75008,Île-de-France,3,Entire home/apt,2,1.5,2,135 ,30,,3,15,3
,,1.00,48.83803,2.28862,Paris,75015,Île-de-France,4,Entire home/apt,2,1,3,95 ,50,500,10,1125,36
100%,,1.00,48.86337,2.29089,Paris,75116,Île-de-France,3,Entire home/apt,1,2,2,210 ,,700,5,30,51
100%,,1.00,48.82651,2.3256,Paris,75014,Île-de-France,4,Entire home/apt,2,2,2,100 ,20,250,2,7,2
90%,,1.00,48.87017,2.37786,Paris,75011,Île-de-France,4,Entire home/apt,2,1,3,120 ,40,800,3,60,17
100%,,1.00,48.856,2.40455,Paris,75020,Île-de-France,2,Entire home/apt,1,1,1,65 ,30,,2,1125,19
,,1.00,48.88741,2.32476,Paris,75017,Île-de-France,4,Entire home/apt,2,1,2,95 ,,,3,1125,0
100%,,1.00,48.89089,2.34927,Paris,75018,Île-de-France,3,Entire home/apt,1,1,1,75 ,25,0,3,1125,27
100%,,1.00,48.89099,2.34817,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,89 ,40,250,2,1125,10
71%,,1.00,48.88824,2.37783,Paris,75019,Île-de-France,2,Private room,1,1,0,39 ,30,250,3,1125,10
100%,,1.00,48.85246,2.38491,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,89 ,39,1500,2,1125,41
100%,,4.00,48.89226,2.33462,Paris,75018,Île-de-France,4,Entire home/apt,1,1,2,100 ,60,100,30,305,12
100%,,1.00,48.88871,2.34744,Paris,75018,Île-de-France,3,Entire home/apt,1,1,2,85 ,30,400,3,21,6
100%,,1.00,48.87528,2.36964,Paris,75010,Île-de-France,4,Entire home/apt,1,1,2,75 ,40,150,20,60,17
70%,,1.00,48.84031,2.33157,Paris,75014,Île-de-France,7,Entire home/apt,4,1.5,5,290 ,0,2000,3,30,49
100%,,1.00,48.89201,2.36057,Paris,75018,Île-de-France,4,Entire home/apt,1,2,1,120 ,60,500,3,1125,20
100%,,1.00,48.85795,2.4098,Paris,75020,Île-de-France,7,Entire home/apt,3,2,4,115 ,,,6,365,34
100%,,2.00,48.84834,2.3299,Paris,75006,Île-de-France,2,Entire home/apt,1,1,1,139 ,50,400,10,1125,176
100%,,1.00,48.8588,2.37003,Paris,75011,Île-de-France,3,Entire home/apt,0,1,1,121 ,49,357,5,90,25
100%,,4.00,48.88522,2.35053,Paris,75018,Île-de-France,5,Private room,2,1,2,110 ,70,450,1,5,3
100%,,1.00,48.87307,2.29275,Paris,75116,Île-de-France,4,Entire home/apt,1,1,1,140 ,30,500,5,1125,39
100%,,2.00,48.83629,2.34821,Paris,75013,Île-de-France,4,Entire home/apt,2,2,2,175 ,70,450,5,1125,1
100%,,1.00,48.88744,2.3333,Paris,75018,Île-de-France,4,Entire home/apt,2,1,3,130 ,40,200,2,1125,10
90%,,2.00,48.83316,2.33402,Paris,75014,Île-de-France,2,Entire home/apt,1,1,1,93 ,,400,15,200,49
100%,,1.00,48.88824,2.35774,Paris,75018,Île-de-France,3,Entire home/apt,1,1,2,70 ,35,700,4,1125,2
100%,,1.00,48.87286,2.39445,Paris,75020,Île-de-France,8,Entire home/apt,4,2,7,290 ,200,1500,3,1125,6
,,1.00,48.8732,2.38649,Paris,75020,Île-de-France,4,Entire home/apt,2,1,1,79 ,65,299,2,1125,5
100%,,1.00,48.86394,2.37356,Paris,75011,Île-de-France,5,Entire home/apt,3,1,3,160 ,40,500,5,1125,34
100%,,1.00,48.85437,2.38323,Paris,75011,Île-de-France,6,Entire home/apt,3,2,3,250 ,,500,5,60,8
100%,,2.00,48.88109,2.29457,Paris,75017,Île-de-France,2,Entire home/apt,1,1,2,75 ,30,,2,1125,48
,,1.00,48.85482,2.30725,Paris,75007,Île-de-France,3,Entire home/apt,1,1,1,95 ,45,200,2,1125,51
100%,,1.00,48.82526,2.35701,Paris,75013,Île-de-France,2,Entire home/apt,1,1,1,60 ,,,1,1125,6
,,2.00,48.87725,2.33738,Paris,75009,Île-de-France,6,Entire home/apt,2,1,3,119 ,45,200,3,30,40
100%,,2.00,48.87569,2.30718,Paris,75008,Île-de-France,1,Private room,1,1,1,39 ,42,0,1,1125,66
50%,,1.00,48.84124,2.33918,Paris,75005,Île-de-France,2,Entire home/apt,1,1,1,86 ,150,1500,60,120,4
,,1.00,48.88215,2.34719,Paris,75009,Île-de-France,2,Entire home/apt,1,1,1,99 ,36,550,3,10,38
80%,,2.00,48.88753,2.33494,Paris,75018,Île-de-France,5,Entire home/apt,4,2,4,300 ,70,500,2,1125,14
100%,,2.00,48.86435,2.3614,Paris,75003,Île-de-France,6,Entire home/apt,3,1,5,230 ,80,300,5,365,167
98%,,4.00,48.84994,2.37349,Paris,75012,Île-de-France,12,Entire home/apt,5,3,7,500 ,100,1000,2,1125,94
98%,,18.00,48.89021,2.33756,Paris,75018,Île-de-France,4,Entire home/apt,0,1,0,79 ,20,90,4,1125,44
100%,,1.00,48.86538,2.36062,Paris,75003,Île-de-France,2,Entire home/apt,,,1,69 ,40,0,7,1125,18
0%,,1.00,48.84059,2.40795,Paris,75012,Île-de-France,1,Private room,1,1,1,50 ,,,1,1125,0
,,1.00,48.88563,2.33924,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,35 ,7,100,3,1125,5
100%,,1.00,48.86343,2.3906,Paris,75020,Île-de-France,2,Entire home/apt,1,1,1,80 ,50,300,3,365,42
80%,,1.00,48.8308,2.35523,Paris,75013,Île-de-France,8,Entire home/apt,3,2,4,230 ,60,400,1,30,35
100%,,1.00,48.89075,2.38439,Paris,75019,Île-de-France,2,Entire home/apt,1,1,1,55 ,20,200,2,1125,17
100%,,1.00,48.84669,2.34697,Paris,75005,Île-de-France,4,Entire home/apt,2,1,2,225 ,50,,2,1125,39
100%,,2.00,48.83454,2.32017,Paris,75014,Île-de-France,5,Entire home/apt,2,1,3,160 ,50,400,4,15,23
100%,,2.00,48.84369,2.33154,Paris,75006,Île-de-France,6,Entire home/apt,1,1,2,175 ,40,300,2,1125,77
89%,,1.00,48.89444,2.34575,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,45 ,40,200,6,90,3
100%,,2.00,48.87097,2.36596,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,73 ,,150,30,1125,30
100%,,1.00,48.86898,2.35265,Paris,75001,Île-de-France,2,Entire home/apt,1,1,1,75 ,45,300,3,365,69
67%,,1.00,48.88053,2.35223,Paris,,Île-de-France,2,Private room,1,2,1,60 ,30,0,3,31,8
100%,,1.00,48.88534,2.34325,Paris,75018,Île-de-France,1,Entire home/apt,1,1,1,90 ,60,300,30,90,5
100%,,6.00,48.83652,2.35094,Paris,75005,Île-de-France,2,Private room,1,1,1,60 ,10,120,3,28,14
100%,,6.00,48.83665,2.35105,Paris,75005,Île-de-France,2,Private room,1,1,1,65 ,10,120,3,28,39
,,1.00,48.87378,2.39562,Paris,75020,Île-de-France,2,Entire home/apt,1,1,1,59 ,,,2,5,17
,,1.00,48.84757,2.37952,Paris,75012,Île-de-France,2,Entire home/apt,1,1,1,80 ,60,300,5,365,4
100%,,1.00,48.85136,2.37346,Paris,75011,Île-de-France,4,Entire home/apt,1,1,2,88 ,40,300,3,30,120
,,1.00,48.89757,2.37504,Paris,75019,Île-de-France,6,Entire home/apt,3,2,3,70 ,60,200,2,1125,4
